"descrip"|"result"|"year"|"cohort"|"hospital"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"0"|"2025"|"cist_radical"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"0"|"2025"|"cist_radical"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"0"|"2025"|"cist_radical"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"0"|"2025"|"cist_radical"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"0"|"2025"|"cist_radical"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"0"|"2025"|"cist_radical"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2025"|"cist_radical"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"0"|"2025"|"cist_radical"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"0"|"2025"|"cist_radical"|"Hospital B"
"Promedio  de la 1º Hb antes de la cirugía"|"13"|"2022"|"cist_radical"|"Hospital C"
"Promedio  de la 1º Hb antes de la cirugía"|"12.5"|"2023"|"cist_radical"|"Hospital C"
"Promedio  de la 1º Hb antes de la cirugía"|"12.8"|"2024"|"cist_radical"|"Hospital C"
"Promedio  de Hb al alta en pacientes no transfundidos"|"12.9"|"2024"|"cist_radical"|"Hospital C"
"Promedio  de Hb al alta en pacientes no transfundidos"|"9.75"|"2022"|"cist_radical"|"Hospital C"
"Promedio  de Hb al alta en pacientes no transfundidos"|"11.3"|"2023"|"cist_radical"|"Hospital C"
"Promedio  de Hb al alta en pacientes transfundidos"|"9.3"|"2023"|"cist_radical"|"Hospital C"
"Promedio  de Hb al alta en pacientes transfundidos"|"9.3"|"2022"|"cist_radical"|"Hospital C"
"Promedio  de días de estancia hospitalaria"|"20.813"|"2023"|"cist_radical"|"Hospital C"
"Promedio  de días de estancia hospitalaria"|"20.166"|"2022"|"cist_radical"|"Hospital C"
"Promedio  de días de estancia hospitalaria"|"11.718"|"2024"|"cist_radical"|"Hospital C"
"Mediana de la 1º Hb antes de la cirugía"|"13.8999996185303"|"2022"|"cist_radical"|"Hospital C"
"Mediana de la 1º Hb antes de la cirugía"|"12.8000001907349"|"2023"|"cist_radical"|"Hospital C"
"Mediana de la 1º Hb antes de la cirugía"|"12.8000001907349"|"2024"|"cist_radical"|"Hospital C"
"Mediana de Hb al alta en pacientes no transfundidos"|"12.8999996185303"|"2024"|"cist_radical"|"Hospital C"
"Mediana de Hb al alta en pacientes no transfundidos"|"9.75"|"2022"|"cist_radical"|"Hospital C"
"Mediana de Hb al alta en pacientes no transfundidos"|"11.3000001907349"|"2023"|"cist_radical"|"Hospital C"
"Mediana de Hb al alta en pacientes transfundidos"|"9.30000019073486"|"2023"|"cist_radical"|"Hospital C"
"Mediana de Hb al alta en pacientes transfundidos"|"9.30000019073486"|"2022"|"cist_radical"|"Hospital C"
"Mediana de días de estancia hospitalaria"|"6.747"|"2023"|"cist_radical"|"Hospital C"
"Mediana de días de estancia hospitalaria"|"5.879"|"2022"|"cist_radical"|"Hospital C"
"Mediana de días de estancia hospitalaria"|"11.718"|"2024"|"cist_radical"|"Hospital C"
"Valor de Hb previo a la intervención (promedio)"|"13.6"|"2024"|"cist_radical"|"Hospital C"
"Valor de Hb previo a la intervención (promedio)"|"12.5"|"2023"|"cist_radical"|"Hospital C"
"Valor de Hb previo a la intervención (promedio)"|"12.9"|"2022"|"cist_radical"|"Hospital C"
"Valor de Hb previo a la transfusión (promedio)"|"12.8"|"2023"|"cist_radical"|"Hospital C"
"Valor de Hb previo a la transfusión (promedio)"|"10.6"|"2022"|"cist_radical"|"Hospital C"
"Valor de Hb previo a la intervención (mediana)"|"13.6000003814697"|"2024"|"cist_radical"|"Hospital C"
"Valor de Hb previo a la intervención (mediana)"|"13.1000003814697"|"2023"|"cist_radical"|"Hospital C"
"Valor de Hb previo a la intervención (mediana)"|"12.6000003814697"|"2022"|"cist_radical"|"Hospital C"
"Valor de Hb previo a la transfusión (mediana)"|"12.8000001907349"|"2023"|"cist_radical"|"Hospital C"
"Valor de Hb previo a la transfusión (mediana)"|"10.6000003814697"|"2022"|"cist_radical"|"Hospital C"
"Prevalencia anemia preoperatoria (Hb<13) en %"|"33.33"|"2022"|"cist_radical"|"Hospital C"
"Prevalencia anemia preoperatoria (Hb<13) en %"|"66.67"|"2023"|"cist_radical"|"Hospital C"
"Prevalencia anemia preoperatoria (Hb<13) en %"|"100"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes con evaluación de la anemia preoperatoria con tiempo suficiente"|"100"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes con evaluación de la anemia preoperatoria con tiempo suficiente"|"66.67"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes con evaluación de la anemia preoperatoria con tiempo suficiente"|"66.67"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro"|"100"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro"|"0"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro"|"0"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro (Hb<13)"|"0"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro (Hb<13)"|"50"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro (Hb<13)"|"0"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria"|"0"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria"|"0"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria"|"0"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria (Hb<13)"|"0"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria (Hb<13)"|"0"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria (Hb<13)"|"0"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente"|"100"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente"|"0"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente"|"0"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente (Hb<13)"|"0"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente (Hb<13)"|"100"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente (Hb<13)"|"0"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente 
(anémicos y no anémicos)"|"66.67"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente 
(anémicos y no anémicos)"|"0"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente 
(anémicos y no anémicos)"|"0"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes con Hb de control"|"100"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes tratados preoperatoriamente con un incremento de Hb de +1 pto"|"0"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes no transfundidos con hematíes en preoperatorio"|"66.67"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes no transfundidos con hematíes en preoperatorio"|"100"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes no transfundidos con hematíes en preoperatorio"|"100"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes no transfundidos con plasma en preoperatorio"|"100"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes no transfundidos con plasma en preoperatorio"|"100"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes no transfundidos con plasma en preoperatorio"|"100"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes no transfundidos con plaquetas en preoperatorio"|"100"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes no transfundidos con plaquetas en preoperatorio"|"100"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes no transfundidos con plaquetas en preoperatorio"|"100"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes intervenidos sin anemia"|"66.67"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes intervenidos sin anemia"|"33.33"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes intervenidos sin anemia"|"100"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes intervenidos sin anemia (Hb>=13)"|"100"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes intervenidos sin anemia (Hb>=13)"|"66.67"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes intervenidos sin anemia (Hb>=13)"|"33.33"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes tratados postoperatoriamente con hierro IV"|"0"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes tratados postoperatoriamente con hierro IV"|"100"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes tratados postoperatoriamente con hierro IV"|"100"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes con anestesia regional"|"0"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes con anestesia regional"|"0"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes con anestesia regional"|"0"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes tratados con antifibrinolíticos"|"0"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes tratados con antifibrinolíticos"|"0"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes tratados con antifibrinolíticos"|"0"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes con uso de recuperadores de sangre"|"0"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes con uso de recuperadores de sangre"|"0"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes con uso de recuperadores de sangre"|"0"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes tratados con fibrinógeno"|"0"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes tratados con fibrinógeno"|"0"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes tratados con fibrinógeno"|"0"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes tratados con fibrinógeno 
idem para todos, con y sin valor de conc.fibrin."|"0"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes tratados con fibrinógeno 
idem para todos, con y sin valor de conc.fibrin."|"0"|"2022"|"cist_radical"|"Hospital C"
"% de pacientes tratados con fibrinógeno 
idem para todos, con y sin valor de conc.fibrin."|"0"|"2024"|"cist_radical"|"Hospital C"
"% de pacientes transfundidos con Hb < 8 g/dl"|"100"|"2023"|"cist_radical"|"Hospital C"
"% de pacientes transfundidos con Hb < 8 g/dl"|"100"|"2022"|"cist_radical"|"Hospital C"
"% de transfusiones de una sola unidad de hematíes"|"0"|"2023"|"cist_radical"|"Hospital C"
"% de transfusiones de una sola unidad de hematíes"|"0"|"2022"|"cist_radical"|"Hospital C"
"Tasa de transfusión (hematíes)"|"33.333"|"2023"|"cist_radical"|"Hospital C"
"Tasa de transfusión (hematíes)"|"33.333"|"2022"|"cist_radical"|"Hospital C"
"Índice de transfusión (hematíes)"|"8"|"2023"|"cist_radical"|"Hospital C"
"Índice de transfusión (hematíes)"|"3"|"2022"|"cist_radical"|"Hospital C"
"Índice total de transfusión (hematíes)"|"2.667"|"2023"|"cist_radical"|"Hospital C"
"Índice total de transfusión (hematíes)"|"1"|"2022"|"cist_radical"|"Hospital C"
"Índice total de transfusión (plasma)"|"0.667"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"3"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"3"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"1"|"2024"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de localización quirúrgica)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"1"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"1"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"0"|"2022"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de localización quirúrgica)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"0"|"2023"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"0"|"2024"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"0"|"2024"|"cist_radical"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"0"|"2024"|"cist_radical"|"Hospital C"
